Label,Text
Fibrose Cística (complicada),"Acometido por diarreia, arrotos, azia."
Fibrose Cística (associada a infecção bacteriana),"Inclui náusea, diarreia, azia."
Fibrose Cística (associada a infecção viral),"Acometido por náusea, vômito, perda de apetite, azia, dor abdominal."
Fibrose Cística (pós-operatória),"Manifesta-se com arrotos, fezes alteradas, náusea, azia, perda de apetite, vômito."
Fibrose Cística (idiopática),"Acometido por dor abdominal, perda de apetite, vômito, náusea."
Fibrose Cística (grave),"Sinais e sintomas: fezes alteradas, diarreia, arrotos."
Fibrose Cística (leve),"Manifesta-se com vômito, dor abdominal, perda de apetite, diarreia, náusea, fezes alteradas."
Fibrose Cística (moderada),"Inclui vômito, fezes alteradas, dor abdominal, azia."
Fibrose Cística (focal),"Inclui arrotos, dor abdominal, náusea, azia, fezes alteradas, perda de apetite."
Fibrose Cística (sistêmica),"Caracteriza-se por náusea, fezes alteradas, arrotos, perda de apetite, diarreia."
Fibrose Cística (exacerbada),"Caracteriza-se por perda de apetite, vômito, fezes alteradas, náusea."
Fibrose Cística (controlada),"Caracteriza-se por náusea, diarreia, azia, dor abdominal, arrotos, perda de apetite."
Fibrose Cística (mal controlada),"Inclui náusea, azia, fezes alteradas."
Fibrose Cística (associada a imunossupressão),"Caracteriza-se por diarreia, arrotos, fezes alteradas."
Fibrose Cística (associada a gestação),"Manifesta-se com vômito, diarreia, arrotos, azia, fezes alteradas."
Fibrose Cística (sem complicações),"Acometido por diarreia, fezes alteradas, dor abdominal, azia."
Fibrose Cística (com complicações),"Inclui dor abdominal, perda de apetite, náusea, azia, vômito."
Doença De Crohn (aguda),"Acometido por insônia, tristeza persistente, perda de interesse, ansiedade, ideação suicida."
Doença De Crohn (crônica),"Inclui perda de interesse, ansiedade, insônia, ideação suicida."
Doença De Crohn (recorrente),"Sinais e sintomas: ideação suicida, tristeza persistente, perda de interesse, ansiedade, insônia."
Doença De Crohn (complicada),"Manifesta-se com tristeza persistente, ideação suicida, perda de interesse, insônia."
Doença De Crohn (associada a infecção bacteriana),"Caracteriza-se por tristeza persistente, ansiedade, perda de interesse, insônia."
Doença De Crohn (associada a infecção viral),"Sinais e sintomas: perda de interesse, ideação suicida, tristeza persistente, ansiedade, insônia."
Doença De Crohn (pós-operatória),"Acometido por ideação suicida, ansiedade, insônia."
Doença De Crohn (idiopática),"Manifesta-se com insônia, ansiedade, ideação suicida."
Doença De Crohn (grave),"Manifesta-se com ideação suicida, perda de interesse, ansiedade, tristeza persistente, insônia."
Doença De Crohn (leve),"Acometido por perda de interesse, ansiedade, ideação suicida, tristeza persistente, insônia."
Doença De Crohn (moderada),"Caracteriza-se por ideação suicida, ansiedade, tristeza persistente, insônia, perda de interesse."
Doença De Crohn (focal),"Acometido por ansiedade, tristeza persistente, ideação suicida, insônia, perda de interesse."
Doença De Crohn (sistêmica),"Sinais e sintomas: tristeza persistente, insônia, ansiedade, ideação suicida, perda de interesse."
Doença De Crohn (exacerbada),"Sinais e sintomas: ideação suicida, ansiedade, perda de interesse."
Doença De Crohn (controlada),"Manifesta-se com ideação suicida, tristeza persistente, insônia, ansiedade, perda de interesse."
Doença De Crohn (mal controlada),"Acometido por ideação suicida, tristeza persistente, perda de interesse, insônia, ansiedade."
Doença De Crohn (associada a imunossupressão),"Sinais e sintomas: ideação suicida, perda de interesse, insônia, ansiedade."
Doença De Crohn (associada a gestação),"Inclui insônia, ideação suicida, perda de interesse, tristeza persistente."
Doença De Crohn (sem complicações),"Acometido por perda de interesse, ideação suicida, tristeza persistente, ansiedade, insônia."
Doença De Crohn (com complicações),"Manifesta-se com ideação suicida, perda de interesse, ansiedade, insônia."
Colite Ulcerativa (aguda),"Manifesta-se com dor abdominal, azia, diarreia, vômito."
Colite Ulcerativa (crônica),"Sinais e sintomas: fezes alteradas, diarreia, azia."
Colite Ulcerativa (recorrente),"Manifesta-se com vômito, arrotos, azia, perda de apetite, diarreia, fezes alteradas."
Colite Ulcerativa (complicada),"Manifesta-se com perda de apetite, azia, arrotos, náusea."
Colite Ulcerativa (associada a infecção bacteriana),"Acometido por dor abdominal, diarreia, perda de apetite, náusea, azia."
Colite Ulcerativa (associada a infecção viral),"Sinais e sintomas: dor abdominal, perda de apetite, vômito, diarreia, azia."
Colite Ulcerativa (pós-operatória),"Sinais e sintomas: dor abdominal, fezes alteradas, perda de apetite, arrotos, náusea, diarreia."
Colite Ulcerativa (idiopática),"Manifesta-se com perda de apetite, vômito, arrotos, náusea, diarreia."
Colite Ulcerativa (grave),"Caracteriza-se por diarreia, náusea, vômito, azia, perda de apetite, dor abdominal."
Colite Ulcerativa (leve),"Acometido por arrotos, fezes alteradas, náusea, perda de apetite, dor abdominal."
Colite Ulcerativa (moderada),"Caracteriza-se por azia, dor abdominal, perda de apetite, vômito."
Colite Ulcerativa (focal),"Sinais e sintomas: fezes alteradas, náusea, vômito, diarreia, arrotos."
Colite Ulcerativa (sistêmica),"Sinais e sintomas: diarreia, arrotos, perda de apetite, náusea, vômito, fezes alteradas."
Colite Ulcerativa (exacerbada),"Inclui diarreia, arrotos, azia."
Colite Ulcerativa (controlada),"Sinais e sintomas: perda de apetite, vômito, dor abdominal, diarreia, arrotos, náusea."
Colite Ulcerativa (mal controlada),"Acometido por perda de apetite, arrotos, diarreia."
Colite Ulcerativa (associada a imunossupressão),"Inclui dor abdominal, náusea, vômito, azia."
Colite Ulcerativa (associada a gestação),"Manifesta-se com náusea, diarreia, azia."
Colite Ulcerativa (sem complicações),"Acometido por diarreia, azia, perda de apetite."
Colite Ulcerativa (com complicações),"Acometido por azia, arrotos, dor abdominal, perda de apetite."
Hemorroidas (aguda),"Acometido por suor noturno, febre, linfadenopatia, calafrios, intensa fadiga, mal-estar geral."
Hemorroidas (crônica),"Sinais e sintomas: febre, calafrios, mal-estar geral, intensa fadiga."
Hemorroidas (recorrente),"Acometido por intensa fadiga, mal-estar geral, febre, linfadenopatia, calafrios, suor noturno."
Hemorroidas (complicada),"Inclui mal-estar geral, suor noturno, calafrios."
Hemorroidas (associada a infecção bacteriana),"Manifesta-se com febre, suor noturno, calafrios."
Hemorroidas (associada a infecção viral),"Sinais e sintomas: linfadenopatia, mal-estar geral, intensa fadiga."
Hemorroidas (pós-operatória),"Caracteriza-se por intensa fadiga, febre, suor noturno, calafrios."
Hemorroidas (idiopática),"Manifesta-se com intensa fadiga, calafrios, mal-estar geral, linfadenopatia, suor noturno."
Hemorroidas (grave),"Acometido por mal-estar geral, linfadenopatia, intensa fadiga, calafrios, suor noturno."
Hemorroidas (leve),"Acometido por calafrios, intensa fadiga, suor noturno, mal-estar geral."
Hemorroidas (moderada),"Sinais e sintomas: linfadenopatia, mal-estar geral, intensa fadiga, calafrios, suor noturno."
Hemorroidas (focal),"Inclui mal-estar geral, calafrios, suor noturno, intensa fadiga."
Hemorroidas (sistêmica),"Caracteriza-se por suor noturno, febre, calafrios, mal-estar geral, linfadenopatia, intensa fadiga."
Hemorroidas (exacerbada),"Caracteriza-se por linfadenopatia, calafrios, mal-estar geral, febre, suor noturno."
Hemorroidas (controlada),"Acometido por suor noturno, febre, calafrios, mal-estar geral, intensa fadiga."
Hemorroidas (mal controlada),"Sinais e sintomas: mal-estar geral, calafrios, intensa fadiga."
Hemorroidas (associada a imunossupressão),"Sinais e sintomas: suor noturno, linfadenopatia, mal-estar geral."
Hemorroidas (associada a gestação),"Manifesta-se com intensa fadiga, mal-estar geral, linfadenopatia, febre, calafrios, suor noturno."
Hemorroidas (sem complicações),"Acometido por linfadenopatia, suor noturno, intensa fadiga, febre, mal-estar geral, calafrios."
Hemorroidas (com complicações),"Sinais e sintomas: suor noturno, linfadenopatia, calafrios, febre."
Proctite (aguda),"Caracteriza-se por infertilidade, sangramento vaginal, menstruação irregular, secreção vaginal."
Proctite (crônica),"Acometido por dor pélvica, infertilidade, menstruação irregular, sangramento vaginal."
Proctite (recorrente),"Inclui sangramento vaginal, secreção vaginal, menstruação irregular."
Proctite (complicada),"Caracteriza-se por secreção vaginal, menstruação irregular, dor pélvica, sangramento vaginal."
Proctite (associada a infecção bacteriana),"Manifesta-se com menstruação irregular, sangramento vaginal, infertilidade, secreção vaginal, dor pélvica."
Proctite (associada a infecção viral),"Acometido por secreção vaginal, dor pélvica, sangramento vaginal."
Proctite (pós-operatória),"Manifesta-se com menstruação irregular, infertilidade, secreção vaginal, dor pélvica, sangramento vaginal."
Proctite (idiopática),"Sinais e sintomas: dor pélvica, sangramento vaginal, infertilidade, secreção vaginal, menstruação irregular."
Proctite (grave),"Inclui infertilidade, dor pélvica, menstruação irregular, sangramento vaginal, secreção vaginal."
Proctite (leve),"Caracteriza-se por secreção vaginal, sangramento vaginal, menstruação irregular, dor pélvica."
Proctite (moderada),"Inclui dor pélvica, infertilidade, secreção vaginal, sangramento vaginal, menstruação irregular."
Proctite (focal),"Manifesta-se com dor pélvica, infertilidade, menstruação irregular, sangramento vaginal."
Proctite (sistêmica),"Sinais e sintomas: secreção vaginal, menstruação irregular, infertilidade."
Proctite (exacerbada),"Acometido por dor pélvica, infertilidade, sangramento vaginal, menstruação irregular, secreção vaginal."
Proctite (controlada),"Inclui menstruação irregular, infertilidade, dor pélvica, secreção vaginal."
Proctite (mal controlada),"Caracteriza-se por secreção vaginal, dor pélvica, sangramento vaginal, infertilidade, menstruação irregular."
Proctite (associada a imunossupressão),"Caracteriza-se por menstruação irregular, infertilidade, secreção vaginal, dor pélvica, sangramento vaginal."
Proctite (associada a gestação),"Inclui sangramento vaginal, dor pélvica, menstruação irregular, infertilidade, secreção vaginal."
Proctite (sem complicações),"Sinais e sintomas: menstruação irregular, dor pélvica, infertilidade."
Proctite (com complicações),"Sinais e sintomas: sangramento vaginal, dor pélvica, secreção vaginal, menstruação irregular, infertilidade."
Síndrome Do Intestino Irritável (aguda),"Inclui alteração no jato urinário, oligúria, dor lombar, urina turva."
Síndrome Do Intestino Irritável (crônica),"Inclui hematúria, dor lombar, alteração no jato urinário, poliúria, urina turva."
Síndrome Do Intestino Irritável (recorrente),"Sinais e sintomas: poliúria, hematúria, oligúria, alteração no jato urinário, dor lombar, urina turva."
Síndrome Do Intestino Irritável (complicada),"Inclui alteração no jato urinário, poliúria, hematúria, dor lombar."
Síndrome Do Intestino Irritável (associada a infecção bacteriana),"Manifesta-se com urina turva, oligúria, alteração no jato urinário."
Síndrome Do Intestino Irritável (associada a infecção viral),"Caracteriza-se por dor lombar, hematúria, oligúria, alteração no jato urinário, poliúria."
Síndrome Do Intestino Irritável (pós-operatória),"Sinais e sintomas: dor lombar, alteração no jato urinário, poliúria."
Síndrome Do Intestino Irritável (idiopática),"Manifesta-se com dor lombar, urina turva, alteração no jato urinário."
Síndrome Do Intestino Irritável (grave),"Sinais e sintomas: dor lombar, poliúria, alteração no jato urinário, oligúria."
Síndrome Do Intestino Irritável (leve),"Manifesta-se com dor lombar, alteração no jato urinário, hematúria, oligúria, urina turva, poliúria."
Síndrome Do Intestino Irritável (moderada),"Caracteriza-se por oligúria, alteração no jato urinário, dor lombar, hematúria."
Síndrome Do Intestino Irritável (focal),"Inclui hematúria, oligúria, alteração no jato urinário, dor lombar, urina turva, poliúria."
Síndrome Do Intestino Irritável (sistêmica),"Sinais e sintomas: hematúria, dor lombar, alteração no jato urinário, poliúria, urina turva, oligúria."
Síndrome Do Intestino Irritável (exacerbada),"Inclui alteração no jato urinário, urina turva, hematúria, dor lombar, poliúria, oligúria."
Síndrome Do Intestino Irritável (controlada),"Sinais e sintomas: hematúria, oligúria, urina turva, dor lombar."
Síndrome Do Intestino Irritável (mal controlada),"Acometido por hematúria, urina turva, dor lombar, oligúria."
Síndrome Do Intestino Irritável (associada a imunossupressão),"Sinais e sintomas: dor lombar, urina turva, oligúria."
Síndrome Do Intestino Irritável (associada a gestação),"Caracteriza-se por urina turva, dor lombar, oligúria, poliúria."
Síndrome Do Intestino Irritável (sem complicações),"Acometido por hematúria, alteração no jato urinário, dor lombar, urina turva, oligúria."
Síndrome Do Intestino Irritável (com complicações),"Sinais e sintomas: dor lombar, oligúria, alteração no jato urinário, urina turva, hematúria, poliúria."
Fibromialgia (aguda),"Inclui sangramento vaginal, dor pélvica, secreção vaginal."
Fibromialgia (crônica),"Manifesta-se com dor pélvica, secreção vaginal, infertilidade, menstruação irregular, sangramento vaginal."
Fibromialgia (recorrente),"Caracteriza-se por dor pélvica, sangramento vaginal, infertilidade, secreção vaginal."
Fibromialgia (complicada),"Acometido por secreção vaginal, sangramento vaginal, dor pélvica, infertilidade."
Fibromialgia (associada a infecção bacteriana),"Acometido por secreção vaginal, dor pélvica, menstruação irregular, infertilidade."
Fibromialgia (associada a infecção viral),"Manifesta-se com infertilidade, sangramento vaginal, dor pélvica, secreção vaginal."
Fibromialgia (pós-operatória),"Caracteriza-se por secreção vaginal, dor pélvica, sangramento vaginal."
Fibromialgia (idiopática),"Caracteriza-se por menstruação irregular, infertilidade, dor pélvica."
Fibromialgia (grave),"Inclui menstruação irregular, sangramento vaginal, secreção vaginal, infertilidade."
Fibromialgia (leve),"Manifesta-se com secreção vaginal, infertilidade, menstruação irregular, dor pélvica, sangramento vaginal."
Fibromialgia (moderada),"Acometido por menstruação irregular, secreção vaginal, infertilidade."
Fibromialgia (focal),"Inclui secreção vaginal, dor pélvica, sangramento vaginal, infertilidade, menstruação irregular."
Fibromialgia (sistêmica),"Sinais e sintomas: secreção vaginal, infertilidade, sangramento vaginal, menstruação irregular, dor pélvica."
Fibromialgia (exacerbada),"Caracteriza-se por infertilidade, sangramento vaginal, secreção vaginal."
Fibromialgia (controlada),"Acometido por infertilidade, dor pélvica, sangramento vaginal, secreção vaginal, menstruação irregular."
Fibromialgia (mal controlada),"Sinais e sintomas: dor pélvica, secreção vaginal, menstruação irregular, sangramento vaginal, infertilidade."
Fibromialgia (associada a imunossupressão),"Acometido por secreção vaginal, sangramento vaginal, infertilidade, menstruação irregular, dor pélvica."
Fibromialgia (associada a gestação),"Manifesta-se com sangramento vaginal, dor pélvica, menstruação irregular, infertilidade, secreção vaginal."
Fibromialgia (sem complicações),"Acometido por sangramento vaginal, secreção vaginal, menstruação irregular, infertilidade."
Fibromialgia (com complicações),"Acometido por menstruação irregular, infertilidade, secreção vaginal."
Síndrome De Fadiga Crônica (aguda),"Inclui tontura, perda de sensibilidade, confusão mental, dor de cabeça, crise convulsiva."
Síndrome De Fadiga Crônica (crônica),"Sinais e sintomas: tontura, crise convulsiva, visão turva, confusão mental, perda de sensibilidade, dor de cabeça."
Síndrome De Fadiga Crônica (recorrente),"Caracteriza-se por dor de cabeça, tontura, confusão mental, crise convulsiva, perda de sensibilidade, visão turva."
Síndrome De Fadiga Crônica (complicada),"Caracteriza-se por tontura, perda de sensibilidade, crise convulsiva, confusão mental, visão turva, dor de cabeça."
Síndrome De Fadiga Crônica (associada a infecção bacteriana),"Inclui visão turva, dor de cabeça, tontura, confusão mental, perda de sensibilidade."
Síndrome De Fadiga Crônica (associada a infecção viral),"Manifesta-se com crise convulsiva, perda de sensibilidade, visão turva."
Síndrome De Fadiga Crônica (pós-operatória),"Inclui crise convulsiva, visão turva, dor de cabeça, perda de sensibilidade, confusão mental."
Síndrome De Fadiga Crônica (idiopática),"Acometido por confusão mental, perda de sensibilidade, dor de cabeça, tontura, visão turva, crise convulsiva."
Síndrome De Fadiga Crônica (grave),"Sinais e sintomas: visão turva, confusão mental, dor de cabeça, crise convulsiva."
Síndrome De Fadiga Crônica (leve),"Acometido por crise convulsiva, tontura, dor de cabeça."
Síndrome De Fadiga Crônica (moderada),"Sinais e sintomas: crise convulsiva, visão turva, dor de cabeça."
Síndrome De Fadiga Crônica (focal),"Caracteriza-se por perda de sensibilidade, visão turva, confusão mental, crise convulsiva, dor de cabeça, tontura."
Síndrome De Fadiga Crônica (sistêmica),"Manifesta-se com confusão mental, dor de cabeça, perda de sensibilidade, tontura, crise convulsiva, visão turva."
Síndrome De Fadiga Crônica (exacerbada),"Acometido por tontura, confusão mental, perda de sensibilidade."
Síndrome De Fadiga Crônica (controlada),"Acometido por perda de sensibilidade, visão turva, crise convulsiva, dor de cabeça, confusão mental, tontura."
Síndrome De Fadiga Crônica (mal controlada),"Sinais e sintomas: tontura, visão turva, crise convulsiva, perda de sensibilidade."
Síndrome De Fadiga Crônica (associada a imunossupressão),"Inclui dor de cabeça, confusão mental, crise convulsiva, visão turva, tontura, perda de sensibilidade."
Síndrome De Fadiga Crônica (associada a gestação),"Inclui dor de cabeça, visão turva, perda de sensibilidade, crise convulsiva, confusão mental, tontura."
Síndrome De Fadiga Crônica (sem complicações),"Inclui tontura, dor de cabeça, crise convulsiva."
Síndrome De Fadiga Crônica (com complicações),"Caracteriza-se por tontura, crise convulsiva, perda de sensibilidade."
Doença De Lyme (aguda),"Sinais e sintomas: fezes alteradas, dor abdominal, perda de apetite."
Doença De Lyme (crônica),"Acometido por dor abdominal, arrotos, fezes alteradas, azia, diarreia."
Doença De Lyme (recorrente),"Acometido por vômito, arrotos, dor abdominal, diarreia."
Doença De Lyme (complicada),"Inclui fezes alteradas, azia, vômito, diarreia."
Doença De Lyme (associada a infecção bacteriana),"Sinais e sintomas: dor abdominal, arrotos, fezes alteradas, vômito."
Doença De Lyme (associada a infecção viral),"Manifesta-se com fezes alteradas, vômito, diarreia, dor abdominal, náusea, azia."
Doença De Lyme (pós-operatória),"Inclui azia, fezes alteradas, diarreia."
Doença De Lyme (idiopática),"Caracteriza-se por fezes alteradas, perda de apetite, azia, vômito."
Doença De Lyme (grave),"Inclui vômito, diarreia, perda de apetite, arrotos, azia, fezes alteradas."
Doença De Lyme (leve),"Inclui perda de apetite, náusea, fezes alteradas."
Doença De Lyme (moderada),"Manifesta-se com arrotos, dor abdominal, vômito."
Doença De Lyme (focal),"Manifesta-se com diarreia, náusea, fezes alteradas, vômito, arrotos, perda de apetite."
Doença De Lyme (sistêmica),"Manifesta-se com fezes alteradas, azia, perda de apetite."
Doença De Lyme (exacerbada),"Manifesta-se com dor abdominal, azia, diarreia, vômito, perda de apetite."
Doença De Lyme (controlada),"Acometido por azia, fezes alteradas, diarreia, dor abdominal."
Doença De Lyme (mal controlada),"Sinais e sintomas: vômito, dor abdominal, diarreia, arrotos, náusea."
Doença De Lyme (associada a imunossupressão),"Acometido por arrotos, náusea, fezes alteradas."
Doença De Lyme (associada a gestação),"Caracteriza-se por arrotos, vômito, azia, perda de apetite."
Doença De Lyme (sem complicações),"Sinais e sintomas: azia, fezes alteradas, diarreia, arrotos."
Doença De Lyme (com complicações),"Manifesta-se com arrotos, náusea, vômito."
Herpes Zoster (aguda),"Inclui secreção, úlceras cutâneas, eritema, prurido."
Herpes Zoster (crônica),"Caracteriza-se por eritema, lesões na pele, descamação."
Herpes Zoster (recorrente),"Manifesta-se com lesões na pele, secreção, prurido, eritema."
Herpes Zoster (complicada),"Acometido por prurido, úlceras cutâneas, secreção, eritema."
Herpes Zoster (associada a infecção bacteriana),"Sinais e sintomas: eritema, lesões na pele, secreção, úlceras cutâneas."
Herpes Zoster (associada a infecção viral),"Manifesta-se com lesões na pele, eritema, prurido, úlceras cutâneas, descamação, secreção."
Herpes Zoster (pós-operatória),"Inclui eritema, secreção, descamação, prurido, lesões na pele."
Herpes Zoster (idiopática),"Manifesta-se com lesões na pele, eritema, úlceras cutâneas, prurido, secreção."
Herpes Zoster (grave),"Sinais e sintomas: secreção, prurido, lesões na pele."
Herpes Zoster (leve),"Manifesta-se com secreção, descamação, eritema."
Herpes Zoster (moderada),"Acometido por eritema, lesões na pele, descamação, prurido."
Herpes Zoster (focal),"Manifesta-se com prurido, lesões na pele, descamação."
Herpes Zoster (sistêmica),"Sinais e sintomas: secreção, úlceras cutâneas, prurido, lesões na pele, descamação."
Herpes Zoster (exacerbada),"Acometido por lesões na pele, secreção, úlceras cutâneas, descamação, prurido, eritema."
Herpes Zoster (controlada),"Sinais e sintomas: lesões na pele, eritema, secreção, úlceras cutâneas, descamação."
Herpes Zoster (mal controlada),"Caracteriza-se por descamação, úlceras cutâneas, lesões na pele."
Herpes Zoster (associada a imunossupressão),"Manifesta-se com lesões na pele, eritema, secreção."
Herpes Zoster (associada a gestação),"Manifesta-se com descamação, eritema, prurido, lesões na pele, úlceras cutâneas, secreção."
Herpes Zoster (sem complicações),"Sinais e sintomas: úlceras cutâneas, prurido, eritema, lesões na pele."
Herpes Zoster (com complicações),"Inclui lesões na pele, secreção, eritema, prurido, descamação."
Varicela (aguda),"Caracteriza-se por secreção, descamação, lesões na pele."
Varicela (crônica),"Acometido por prurido, eritema, lesões na pele, descamação, úlceras cutâneas."
Varicela (recorrente),"Acometido por úlceras cutâneas, descamação, secreção, eritema, prurido, lesões na pele."
Varicela (complicada),"Acometido por lesões na pele, descamação, úlceras cutâneas."
Varicela (associada a infecção bacteriana),"Acometido por lesões na pele, secreção, eritema, descamação, prurido, úlceras cutâneas."
Varicela (associada a infecção viral),"Caracteriza-se por secreção, descamação, eritema, prurido."
Varicela (pós-operatória),"Manifesta-se com lesões na pele, úlceras cutâneas, secreção, eritema, descamação."
Varicela (idiopática),"Sinais e sintomas: eritema, descamação, úlceras cutâneas, lesões na pele, prurido."
Varicela (grave),"Caracteriza-se por prurido, eritema, secreção, lesões na pele, descamação."
Varicela (leve),"Caracteriza-se por prurido, descamação, lesões na pele."
Varicela (moderada),"Sinais e sintomas: úlceras cutâneas, descamação, lesões na pele, prurido, eritema, secreção."
Varicela (focal),"Inclui eritema, descamação, secreção, úlceras cutâneas, prurido, lesões na pele."
Varicela (sistêmica),"Sinais e sintomas: secreção, descamação, úlceras cutâneas, eritema, lesões na pele."
Varicela (exacerbada),"Manifesta-se com úlceras cutâneas, secreção, descamação."
Varicela (controlada),"Sinais e sintomas: prurido, eritema, descamação, lesões na pele."
Varicela (mal controlada),"Caracteriza-se por eritema, lesões na pele, úlceras cutâneas, descamação, prurido, secreção."
Varicela (associada a imunossupressão),"Inclui prurido, eritema, descamação."
Varicela (associada a gestação),"Acometido por prurido, úlceras cutâneas, lesões na pele, eritema, descamação."
Varicela (sem complicações),"Acometido por secreção, eritema, úlceras cutâneas, lesões na pele, prurido, descamação."
Varicela (com complicações),"Sinais e sintomas: lesões na pele, prurido, eritema, descamação."
Mononucleose (aguda),"Manifesta-se com febre, falta de ar, sibilos, tosse, respiração rápida."
Mononucleose (crônica),"Caracteriza-se por expectoração, falta de ar, respiração rápida, dor torácica, sibilos."
Mononucleose (recorrente),"Caracteriza-se por chiado no peito, respiração rápida, sibilos."
Mononucleose (complicada),"Manifesta-se com respiração rápida, expectoração, febre, tosse, dor torácica."
Mononucleose (associada a infecção bacteriana),"Manifesta-se com dor torácica, expectoração, falta de ar, chiado no peito."
Mononucleose (associada a infecção viral),"Sinais e sintomas: dor torácica, sibilos, febre."
Mononucleose (pós-operatória),"Sinais e sintomas: chiado no peito, dor torácica, falta de ar, tosse."
Mononucleose (idiopática),"Acometido por sibilos, chiado no peito, tosse."
Mononucleose (grave),"Acometido por tosse, dor torácica, febre, chiado no peito."
Mononucleose (leve),"Caracteriza-se por febre, respiração rápida, chiado no peito, falta de ar."
Mononucleose (moderada),"Inclui tosse, sibilos, expectoração."
Mononucleose (focal),"Sinais e sintomas: sibilos, dor torácica, respiração rápida."
Mononucleose (sistêmica),"Acometido por sibilos, falta de ar, chiado no peito."
Mononucleose (exacerbada),"Sinais e sintomas: expectoração, falta de ar, sibilos, dor torácica, tosse."
Mononucleose (controlada),"Manifesta-se com chiado no peito, dor torácica, febre, expectoração, respiração rápida."
Mononucleose (mal controlada),"Acometido por tosse, expectoração, sibilos."
Mononucleose (associada a imunossupressão),"Sinais e sintomas: falta de ar, febre, dor torácica."
Mononucleose (associada a gestação),"Sinais e sintomas: sibilos, respiração rápida, febre, expectoração, dor torácica."
Mononucleose (sem complicações),"Sinais e sintomas: tosse, falta de ar, sibilos, dor torácica."
Mononucleose (com complicações),"Caracteriza-se por chiado no peito, falta de ar, dor torácica, respiração rápida, sibilos, febre."
Síndrome De Down (aguda),"Acometido por confusão mental, visão turva, perda de sensibilidade."
Síndrome De Down (crônica),"Caracteriza-se por tontura, confusão mental, visão turva, crise convulsiva, perda de sensibilidade."
Síndrome De Down (recorrente),"Inclui tontura, visão turva, dor de cabeça, perda de sensibilidade."
Síndrome De Down (complicada),"Sinais e sintomas: dor de cabeça, perda de sensibilidade, tontura, crise convulsiva, confusão mental, visão turva."
Síndrome De Down (associada a infecção bacteriana),"Caracteriza-se por confusão mental, visão turva, tontura."
Síndrome De Down (associada a infecção viral),"Caracteriza-se por dor de cabeça, confusão mental, visão turva."
Síndrome De Down (pós-operatória),"Sinais e sintomas: dor de cabeça, confusão mental, visão turva, crise convulsiva."
Síndrome De Down (idiopática),"Manifesta-se com perda de sensibilidade, confusão mental, dor de cabeça, visão turva, crise convulsiva, tontura."
Síndrome De Down (grave),"Caracteriza-se por visão turva, dor de cabeça, crise convulsiva."
Síndrome De Down (leve),"Acometido por dor de cabeça, crise convulsiva, confusão mental, visão turva, perda de sensibilidade, tontura."
Síndrome De Down (moderada),"Manifesta-se com visão turva, confusão mental, dor de cabeça."
Síndrome De Down (focal),"Sinais e sintomas: visão turva, tontura, confusão mental, perda de sensibilidade, crise convulsiva, dor de cabeça."
Síndrome De Down (sistêmica),"Inclui dor de cabeça, confusão mental, tontura."
Síndrome De Down (exacerbada),"Manifesta-se com tontura, dor de cabeça, crise convulsiva, confusão mental, perda de sensibilidade, visão turva."
Síndrome De Down (controlada),"Manifesta-se com dor de cabeça, confusão mental, perda de sensibilidade, tontura, crise convulsiva."
Síndrome De Down (mal controlada),"Acometido por dor de cabeça, confusão mental, perda de sensibilidade."
Síndrome De Down (associada a imunossupressão),"Acometido por confusão mental, dor de cabeça, tontura."
Síndrome De Down (associada a gestação),"Inclui visão turva, crise convulsiva, dor de cabeça, tontura, confusão mental, perda de sensibilidade."
Síndrome De Down (sem complicações),"Manifesta-se com crise convulsiva, visão turva, tontura."
Síndrome De Down (com complicações),"Sinais e sintomas: crise convulsiva, visão turva, tontura, perda de sensibilidade."
Hemofilia (aguda),"Sinais e sintomas: fadiga, sangramento fácil, equimoses, palpitações, palidez."
Hemofilia (crônica),"Acometido por palpitações, palidez, fadiga, equimoses, sangramento fácil."
Hemofilia (recorrente),"Inclui palpitações, sangramento fácil, palidez, fadiga, equimoses."
Hemofilia (complicada),"Inclui sangramento fácil, palidez, equimoses, palpitações, fadiga."
Hemofilia (associada a infecção bacteriana),"Manifesta-se com sangramento fácil, equimoses, fadiga, palidez."
Hemofilia (associada a infecção viral),"Inclui palidez, palpitações, equimoses, fadiga, sangramento fácil."
Hemofilia (pós-operatória),"Manifesta-se com equimoses, palpitações, palidez, fadiga, sangramento fácil."
Hemofilia (idiopática),"Manifesta-se com fadiga, sangramento fácil, palpitações."
Hemofilia (grave),"Acometido por palidez, palpitações, equimoses, sangramento fácil."
Hemofilia (leve),"Caracteriza-se por fadiga, sangramento fácil, palpitações, palidez, equimoses."
Hemofilia (moderada),"Acometido por equimoses, palidez, fadiga, sangramento fácil, palpitações."
Hemofilia (focal),"Acometido por palidez, equimoses, sangramento fácil, fadiga."
Hemofilia (sistêmica),"Caracteriza-se por equimoses, sangramento fácil, palpitações."
Hemofilia (exacerbada),"Sinais e sintomas: fadiga, equimoses, palpitações, palidez."
Hemofilia (controlada),"Acometido por palidez, sangramento fácil, palpitações."
Hemofilia (mal controlada),"Acometido por palidez, sangramento fácil, palpitações, equimoses, fadiga."
Hemofilia (associada a imunossupressão),"Acometido por palpitações, fadiga, equimoses, sangramento fácil."
Hemofilia (associada a gestação),"Sinais e sintomas: palidez, sangramento fácil, equimoses."
Hemofilia (sem complicações),"Caracteriza-se por equimoses, sangramento fácil, palidez, palpitações."
